distortion,actual_psnr,cnn_predicted,brisque_predicted,cnn_error,brisque_error
Gaussian_s005,26.23,26.26,54.87,0.03,28.64
Gaussian_s005,26.23,26.67,52.77,0.43,26.54
Gaussian_s005,26.22,25.9,54.4,0.32,28.18
Gaussian_s005,26.21,28.29,54.23,2.08,28.02
Gaussian_s005,26.25,35.81,54.43,9.56,28.19
Gaussian_s005,26.23,26.4,54.04,0.17,27.81
Gaussian_s005,26.15,30.47,53.99,4.33,27.84
Gaussian_s005,26.18,30.21,54.02,4.04,27.85
Gaussian_s005,26.19,25.41,54.82,0.78,28.63
Gaussian_s005,26.14,36.62,55.07,10.48,28.92
Gaussian_s005,26.15,25.9,54.77,0.26,28.62
Gaussian_s005,26.21,25.92,54.28,0.29,28.07
Gaussian_s005,26.22,26.61,54.53,0.38,28.31
Gaussian_s005,26.26,32.17,54.4,5.9,28.14
Gaussian_s005,26.19,27.18,54.4,0.99,28.22
Gaussian_s005,26.23,26.35,52.16,0.12,25.92
Gaussian_s005,26.18,33.91,54.19,7.73,28.01
Gaussian_s005,26.21,27.06,54.61,0.85,28.4
Gaussian_s005,26.17,26.26,52.31,0.09,26.14
Gaussian_s005,26.29,27.21,51.74,0.92,25.46
Gaussian_s005,26.19,29.18,55.21,2.98,29.01
Gaussian_s005,26.24,25.92,53.27,0.32,27.03
Gaussian_s005,26.39,31.19,49.48,4.8,23.09
Gaussian_s005,26.14,35.27,55.33,9.13,29.19
Gaussian_s005,26.15,38.07,54.29,11.92,28.14
Gaussian_s005,26.14,28.01,53.23,1.87,27.09
Gaussian_s005,26.27,26.19,54.0,0.08,27.73
Gaussian_s005,26.18,30.22,55.41,4.04,29.23
Gaussian_s005,26.25,28.36,52.63,2.11,26.39
Gaussian_s005,26.27,32.32,54.66,6.04,28.39
Gaussian_s005,26.26,26.7,50.88,0.45,24.62
Gaussian_s005,26.3,27.89,54.06,1.59,27.76
Gaussian_s005,26.22,33.0,55.69,6.78,29.47
Gaussian_s005,26.27,34.38,53.68,8.11,27.41
Gaussian_s005,26.17,34.02,54.21,7.85,28.04
Gaussian_s005,26.16,27.51,54.77,1.36,28.61
Gaussian_s005,26.19,28.97,54.74,2.77,28.55
Gaussian_s005,26.18,27.14,54.63,0.96,28.46
Gaussian_s005,26.17,30.05,51.71,3.87,25.53
Gaussian_s005,26.25,29.11,53.83,2.85,27.58
Gaussian_s005,26.2,26.96,53.5,0.76,27.3
Gaussian_s005,26.24,27.72,53.87,1.49,27.64
Gaussian_s005,26.19,31.82,54.88,5.64,28.7
Gaussian_s005,26.25,32.4,53.54,6.15,27.3
Gaussian_s005,26.19,26.78,54.8,0.59,28.61
Gaussian_s005,26.22,27.9,55.47,1.68,29.25
Gaussian_s005,26.22,25.21,51.41,1.01,25.19
Gaussian_s005,26.22,26.06,55.02,0.15,28.81
Gaussian_s005,26.22,34.82,54.14,8.6,27.91
Gaussian_s005,26.19,27.19,52.89,1.0,26.7
Gaussian_s005,26.19,35.38,53.88,9.19,27.69
Gaussian_s005,26.21,25.39,53.67,0.82,27.47
Gaussian_s005,26.19,30.94,54.03,4.75,27.84
Gaussian_s005,26.21,29.48,53.08,3.28,26.87
Gaussian_s005,26.23,30.95,55.37,4.71,29.13
Gaussian_s005,26.16,32.48,54.73,6.33,28.58
Gaussian_s005,26.25,29.44,53.1,3.19,26.85
Gaussian_s005,26.26,25.9,52.55,0.36,26.29
Gaussian_s005,26.3,30.97,53.37,4.67,27.07
Gaussian_s005,26.18,27.15,53.61,0.96,27.43
Gaussian_s005,26.24,26.06,53.74,0.17,27.51
Gaussian_s005,26.13,26.71,53.7,0.58,27.57
Gaussian_s005,26.17,25.95,53.78,0.22,27.61
Gaussian_s005,26.25,27.44,55.01,1.19,28.76
Gaussian_s005,26.18,35.97,55.67,9.79,29.49
Gaussian_s005,26.23,31.09,54.58,4.86,28.35
Gaussian_s005,26.23,34.62,55.51,8.39,29.28
Gaussian_s005,26.2,28.25,53.93,2.05,27.73
Gaussian_s005,26.23,26.26,54.31,0.03,28.08
Gaussian_s005,26.28,27.19,54.66,0.91,28.38
Gaussian_s005,26.18,34.12,55.18,7.95,29.0
Gaussian_s005,26.19,26.47,53.35,0.28,27.16
Gaussian_s005,26.11,29.05,54.04,2.94,27.93
Gaussian_s005,26.16,28.29,53.79,2.12,27.63
Gaussian_s005,26.16,28.99,53.14,2.84,26.98
Gaussian_s005,26.21,32.14,55.39,5.93,29.18
Gaussian_s005,26.17,27.87,54.43,1.7,28.26
Gaussian_s005,26.24,26.33,53.81,0.09,27.57
Gaussian_s005,26.16,26.01,53.68,0.15,27.52
Gaussian_s005,26.18,27.39,53.78,1.21,27.6
Gaussian_s005,26.16,32.73,53.38,6.57,27.21
Gaussian_s005,26.18,33.12,54.5,6.94,28.32
Gaussian_s005,26.24,27.23,52.81,0.99,26.57
Gaussian_s005,26.26,27.8,54.47,1.54,28.21
Gaussian_s005,26.22,29.12,53.82,2.9,27.59
Gaussian_s005,26.2,32.62,53.64,6.42,27.44
Gaussian_s005,26.12,26.17,53.22,0.06,27.1
Gaussian_s005,26.17,31.3,54.18,5.13,28.01
Gaussian_s005,26.16,32.71,55.13,6.54,28.97
Gaussian_s005,26.27,34.05,54.25,7.78,27.98
Gaussian_s005,26.11,26.15,52.66,0.04,26.55
Gaussian_s005,26.18,25.43,53.78,0.75,27.6
Gaussian_s005,26.15,33.05,54.63,6.9,28.48
Gaussian_s005,26.24,27.27,52.94,1.03,26.71
Gaussian_s005,26.27,30.5,53.89,4.23,27.62
Gaussian_s005,26.19,26.86,53.25,0.67,27.05
Gaussian_s005,26.26,28.08,53.59,1.81,27.33
Gaussian_s005,26.23,29.48,55.47,3.24,29.23
Gaussian_s005,26.14,25.83,54.97,0.32,28.83
Gaussian_s005,26.18,26.23,54.27,0.05,28.08
Gaussian_s005,26.21,28.03,52.4,1.82,26.19
Gaussian_s005,26.23,26.65,53.14,0.42,26.91
Gaussian_s005,26.18,34.52,53.17,8.34,26.99
Gaussian_s005,26.24,26.12,53.74,0.12,27.49
Gaussian_s005,26.31,26.84,51.6,0.53,25.29
Gaussian_s005,26.2,29.59,54.48,3.39,28.29
Gaussian_s005,26.22,37.29,52.76,11.07,26.54
Gaussian_s005,26.2,28.6,53.52,2.4,27.32
Gaussian_s005,26.18,25.77,51.63,0.4,25.45
Gaussian_s005,26.15,26.27,54.43,0.12,28.28
Gaussian_s005,26.23,32.68,54.64,6.45,28.41
Gaussian_s005,26.25,33.42,54.37,7.17,28.13
Gaussian_s005,26.19,27.55,54.83,1.36,28.64
Gaussian_s005,26.15,32.9,54.6,6.75,28.45
Gaussian_s005,26.33,25.94,51.38,0.39,25.04
Gaussian_s005,26.18,31.49,53.79,5.32,27.61
Gaussian_s005,26.23,28.2,54.2,1.97,27.97
Gaussian_s005,26.24,32.81,55.0,6.56,28.75
Gaussian_s005,26.19,30.23,55.27,4.04,29.08
Gaussian_s005,26.24,26.88,55.02,0.65,28.79
Gaussian_s005,26.2,30.08,54.3,3.89,28.1
Gaussian_s005,26.14,26.0,54.3,0.14,28.16
Gaussian_s005,26.2,27.04,54.59,0.84,28.39
Gaussian_s005,26.2,28.42,52.95,2.23,26.76
Gaussian_s005,26.17,30.39,53.55,4.22,27.37
Gaussian_s005,26.29,28.51,52.01,2.23,25.72
Gaussian_s005,26.21,27.49,53.6,1.28,27.39
Gaussian_s005,26.21,38.95,55.04,12.74,28.83
Gaussian_s005,26.22,33.69,54.25,7.47,28.03
Gaussian_s005,26.21,26.65,55.53,0.44,29.32
Gaussian_s005,26.23,25.7,52.6,0.52,26.37
Gaussian_s005,26.27,32.76,51.54,6.5,25.27
Gaussian_s005,26.28,27.17,52.66,0.89,26.38
Gaussian_s005,26.12,30.94,55.0,4.81,28.87
Gaussian_s005,26.45,28.43,50.29,1.99,23.84
Gaussian_s005,26.33,33.73,53.73,7.4,27.39
Gaussian_s005,26.27,26.35,53.89,0.08,27.62
Gaussian_s005,26.15,26.11,54.01,0.04,27.86
Gaussian_s005,26.23,32.04,52.59,5.81,26.36
Gaussian_s005,26.23,28.69,54.12,2.46,27.89
Gaussian_s005,26.21,25.4,54.4,0.81,28.19
Gaussian_s005,26.24,26.49,54.63,0.25,28.4
Gaussian_s005,26.18,25.94,54.48,0.24,28.3
Gaussian_s005,26.14,26.72,55.29,0.59,29.15
Gaussian_s005,26.17,30.71,52.46,4.53,26.29
Gaussian_s005,26.31,25.97,53.5,0.34,27.19
Gaussian_s005,26.22,25.82,51.09,0.4,24.87
Gaussian_s005,26.25,29.86,53.93,3.61,27.68
Gaussian_s005,26.2,31.4,53.42,5.2,27.22
Gaussian_s005,26.18,28.08,51.7,1.9,25.52
Gaussian_s005,26.17,27.31,53.53,1.14,27.37
Gaussian_s005,26.17,29.12,52.99,2.95,26.82
Gaussian_s005,26.21,26.32,53.63,0.11,27.42
Gaussian_s005,26.24,27.37,49.64,1.13,23.4
Gaussian_s005,26.25,27.1,53.93,0.85,27.68
Gaussian_s005,26.23,33.51,53.69,7.29,27.46
Gaussian_s005,26.27,27.15,53.3,0.88,27.03
Gaussian_s005,26.38,26.03,53.42,0.35,27.04
Gaussian_s005,26.25,36.01,55.05,9.76,28.8
Gaussian_s005,26.23,27.83,52.73,1.6,26.5
Gaussian_s005,26.25,26.26,54.12,0.01,27.86
Gaussian_s005,26.25,25.8,52.85,0.45,26.6
Gaussian_s005,26.19,28.73,53.71,2.53,27.51
Gaussian_s005,26.24,31.63,54.32,5.39,28.08
Gaussian_s005,26.13,27.53,54.66,1.41,28.53
Gaussian_s005,26.14,31.92,55.23,5.78,29.08
Gaussian_s005,26.3,28.74,53.81,2.44,27.51
Gaussian_s005,26.28,25.94,54.46,0.34,28.18
Gaussian_s005,26.22,25.79,52.75,0.43,26.52
Gaussian_s005,26.15,30.1,53.75,3.95,27.61
Gaussian_s005,26.29,26.61,54.24,0.31,27.95
Gaussian_s005,26.18,25.9,53.77,0.28,27.59
Gaussian_s005,26.2,26.26,53.61,0.06,27.41
Gaussian_s005,26.18,27.02,53.72,0.84,27.54
Gaussian_s005,26.22,29.86,55.25,3.64,29.03
Gaussian_s005,26.25,25.98,54.49,0.27,28.25
Gaussian_s005,26.14,32.12,53.96,5.98,27.81
Gaussian_s005,26.21,26.71,54.86,0.5,28.65
Gaussian_s005,26.1,25.96,52.34,0.14,26.23
Gaussian_s005,26.19,34.64,54.44,8.45,28.25
Gaussian_s005,26.39,30.87,51.33,4.49,24.94
Gaussian_s005,26.16,26.45,51.21,0.29,25.05
Gaussian_s005,26.12,26.27,54.36,0.15,28.23
Gaussian_s005,26.17,30.95,54.17,4.78,28.0
Gaussian_s005,26.27,35.02,53.39,8.76,27.13
Gaussian_s005,26.17,26.4,55.85,0.23,29.68
Gaussian_s005,26.31,33.2,51.59,6.9,25.29
Gaussian_s005,26.19,29.11,53.99,2.92,27.81
Gaussian_s005,26.19,27.54,52.37,1.35,26.18
Gaussian_s005,26.24,30.78,53.82,4.55,27.58
Gaussian_s005,26.19,30.28,55.13,4.08,28.93
Gaussian_s005,26.23,26.31,54.12,0.08,27.89
Gaussian_s005,26.2,26.38,52.9,0.18,26.7
Gaussian_s005,26.23,28.11,54.85,1.87,28.62
Gaussian_s005,26.17,30.61,54.76,4.44,28.59
Gaussian_s005,26.13,26.96,54.73,0.83,28.6
Gaussian_s005,26.17,25.92,53.13,0.25,26.96
Gaussian_s005,26.15,31.28,54.49,5.13,28.34
Gaussian_s005,26.16,26.01,54.31,0.15,28.15
Gaussian_s005,26.26,33.06,53.18,6.79,26.92
Gaussian_s005,26.11,26.37,54.06,0.26,27.95
Gaussian_s005,26.29,25.96,53.56,0.32,27.28
Gaussian_s005,26.26,26.4,52.7,0.14,26.44
Gaussian_s005,26.21,27.21,53.29,1.0,27.08
Gaussian_s005,26.15,28.65,53.66,2.51,27.51
Gaussian_s005,26.26,27.33,53.72,1.07,27.46
Gaussian_s005,26.33,31.51,53.71,5.18,27.38
Gaussian_s005,26.08,26.14,53.28,0.06,27.2
Gaussian_s005,26.18,26.6,53.85,0.42,27.67
Gaussian_s005,26.23,26.03,52.62,0.2,26.39
Gaussian_s005,26.17,26.82,54.25,0.65,28.07
Gaussian_s005,26.23,28.48,54.55,2.24,28.31
Gaussian_s005,26.21,26.48,53.99,0.27,27.77
Gaussian_s005,26.21,27.94,54.24,1.73,28.04
Gaussian_s005,26.19,28.1,55.71,1.91,29.53
Gaussian_s005,26.2,36.94,52.73,10.74,26.53
Gaussian_s005,26.22,30.66,54.42,4.44,28.21
Gaussian_s005,26.23,28.47,53.32,2.24,27.09
Gaussian_s005,26.23,30.01,54.14,3.79,27.92
Gaussian_s005,26.28,27.01,54.34,0.73,28.06
Gaussian_s005,26.13,32.02,55.42,5.89,29.29
Gaussian_s005,26.22,28.92,54.69,2.7,28.47
Gaussian_s005,26.18,26.96,54.44,0.78,28.26
Gaussian_s005,26.2,28.4,53.3,2.2,27.09
Gaussian_s005,26.17,28.14,56.44,1.96,30.27
Gaussian_s005,26.22,28.46,54.36,2.24,28.14
Gaussian_s005,26.18,27.09,51.05,0.92,24.87
Gaussian_s005,26.26,26.05,53.16,0.21,26.9
Gaussian_s005,26.28,31.92,53.31,5.64,27.03
Gaussian_s005,26.32,28.55,53.88,2.23,27.56
Gaussian_s005,26.13,26.78,53.46,0.65,27.33
Gaussian_s005,26.21,26.69,54.59,0.48,28.38
Gaussian_s005,26.22,32.37,52.26,6.16,26.05
Gaussian_s005,26.18,25.75,50.62,0.43,24.44
Gaussian_s005,26.18,26.34,54.39,0.16,28.22
Gaussian_s005,26.13,30.43,52.52,4.3,26.39
Gaussian_s005,26.19,29.17,55.52,2.98,29.32
Gaussian_s005,26.15,30.49,54.38,4.34,28.23
Gaussian_s005,26.25,27.42,53.38,1.17,27.13
Gaussian_s005,26.26,38.78,54.81,12.52,28.55
Gaussian_s005,26.14,31.29,54.87,5.15,28.73
Gaussian_s005,26.15,26.37,53.81,0.22,27.66
Gaussian_s005,26.23,26.56,50.73,0.32,24.49
Gaussian_s005,26.2,28.44,52.95,2.24,26.75
Gaussian_s005,26.21,25.8,53.18,0.41,26.97
Gaussian_s005,26.2,30.76,53.28,4.56,27.08
Gaussian_s005,26.19,30.41,55.28,4.22,29.09
Gaussian_s005,26.17,30.35,54.53,4.18,28.37
Gaussian_s005,26.13,31.78,53.8,5.64,27.67
Gaussian_s005,26.24,29.84,54.24,3.6,28.0
Gaussian_s005,26.17,27.71,53.69,1.54,27.52
Gaussian_s005,26.29,30.25,51.15,3.96,24.85
Gaussian_s005,26.19,30.33,51.85,4.15,25.66
Gaussian_s005,26.32,35.62,53.41,9.3,27.09
Gaussian_s005,26.26,28.92,53.79,2.66,27.53
Gaussian_s005,26.25,34.68,52.84,8.43,26.59
Gaussian_s005,26.28,26.53,53.42,0.25,27.14
Gaussian_s005,26.12,28.65,54.56,2.53,28.44
Gaussian_s005,26.19,26.09,53.99,0.1,27.8
Gaussian_s005,26.1,37.47,54.13,11.36,28.03
Gaussian_s005,26.23,26.07,53.24,0.16,27.01
Gaussian_s005,26.17,28.09,49.29,1.92,23.12
Gaussian_s005,26.2,31.81,52.6,5.62,26.4
Gaussian_s005,26.19,26.32,54.68,0.12,28.49
Gaussian_s005,26.33,26.12,53.61,0.21,27.28
Gaussian_s005,26.15,29.72,54.72,3.56,28.57
Gaussian_s005,26.2,26.74,53.64,0.55,27.45
Gaussian_s005,26.13,27.39,54.46,1.26,28.32
Gaussian_s005,26.16,29.59,52.81,3.42,26.64
Gaussian_s005,26.23,26.28,54.01,0.06,27.79
Gaussian_s005,26.23,25.78,52.91,0.45,26.68
Gaussian_s005,26.22,26.98,53.9,0.75,27.67
Gaussian_s005,26.26,30.91,54.3,4.65,28.04
Gaussian_s005,26.2,32.9,53.13,6.7,26.94
Gaussian_s005,26.15,28.07,54.19,1.92,28.04
Gaussian_s005,26.23,25.43,52.68,0.8,26.45
Gaussian_s005,26.2,27.15,52.75,0.96,26.55
Gaussian_s005,26.29,26.17,54.36,0.12,28.07
Gaussian_s005,26.2,30.24,53.21,4.04,27.01
Gaussian_s005,26.24,26.49,53.62,0.25,27.38
Gaussian_s005,26.13,26.72,52.79,0.59,26.66
Gaussian_s005,26.38,30.05,51.66,3.67,25.28
Gaussian_s005,26.09,28.25,53.23,2.16,27.14
Gaussian_s005,26.19,26.12,54.42,0.07,28.23
Gaussian_s005,26.22,27.99,54.86,1.77,28.63
Gaussian_s005,26.19,28.37,53.75,2.17,27.55
Gaussian_s005,26.2,25.74,53.65,0.46,27.45
Gaussian_s005,26.25,35.92,53.05,9.67,26.8
Gaussian_s005,26.23,32.16,53.67,5.93,27.43
Gaussian_s005,26.17,26.04,54.32,0.14,28.15
Gaussian_s005,26.2,26.46,52.83,0.26,26.63
Gaussian_s005,26.35,26.17,50.85,0.18,24.5
Gaussian_s005,26.3,36.3,51.83,10.01,25.53
Gaussian_s005,26.12,30.38,55.11,4.26,28.99
Gaussian_s005,26.21,26.51,52.19,0.3,25.98
Gaussian_s005,26.28,30.09,54.3,3.8,28.01
Gaussian_s005,26.21,28.69,54.74,2.49,28.53
Gaussian_s005,26.15,26.71,53.02,0.56,26.86
Gaussian_s005,26.26,26.52,53.01,0.26,26.75
Gaussian_s005,26.28,30.78,52.78,4.5,26.5
Gaussian_s005,26.24,24.33,53.55,1.9,27.31
Gaussian_s005,26.15,26.86,55.87,0.71,29.72
Gaussian_s005,26.12,27.82,54.42,1.7,28.3
Gaussian_s005,26.18,27.11,54.27,0.92,28.09
Gaussian_s005,26.19,25.94,52.67,0.25,26.47
Gaussian_s005,26.23,27.16,53.54,0.92,27.31
Gaussian_s005,26.18,30.81,55.02,4.63,28.84
Gaussian_s005,26.17,30.61,54.54,4.44,28.37
Gaussian_s005,26.18,27.75,52.85,1.57,26.67
Gaussian_s005,26.12,39.9,52.31,13.78,26.19
Gaussian_s005,26.28,30.42,52.5,4.14,26.21
Gaussian_s005,26.28,26.06,50.75,0.22,24.47
Gaussian_s005,26.16,31.36,54.94,5.19,28.78
Gaussian_s005,26.21,30.12,52.59,3.91,26.38
Gaussian_s005,26.19,39.89,52.98,13.7,26.78
Gaussian_s005,26.2,43.51,53.99,17.31,27.79
Gaussian_s005,26.17,28.61,55.24,2.44,29.07
Gaussian_s005,26.2,38.53,54.75,12.33,28.55
Gaussian_s005,26.14,26.16,54.87,0.02,28.73
Gaussian_s005,26.17,34.81,54.08,8.64,27.9
Gaussian_s005,26.27,26.97,51.81,0.7,25.55
Gaussian_s005,26.21,26.3,54.55,0.09,28.35
Gaussian_s005,26.27,25.82,53.71,0.45,27.44
Gaussian_s005,26.21,26.03,54.22,0.18,28.02
Gaussian_s005,26.22,26.52,52.48,0.3,26.27
Gaussian_s005,26.2,27.96,55.14,1.77,28.94
Gaussian_s005,26.13,27.55,54.23,1.42,28.09
Gaussian_s005,26.24,32.51,54.72,6.27,28.48
Gaussian_s005,26.28,25.68,53.87,0.6,27.59
Gaussian_s005,26.26,26.47,52.75,0.21,26.49
Gaussian_s005,26.15,26.93,52.64,0.78,26.49
Gaussian_s005,26.27,29.68,52.59,3.42,26.32
Gaussian_s005,26.3,25.89,53.0,0.42,26.69
Gaussian_s005,26.18,27.82,53.65,1.63,27.47
Gaussian_s005,26.3,30.94,53.46,4.64,27.16
Gaussian_s005,26.33,26.23,52.44,0.1,26.11
Gaussian_s005,26.19,28.49,55.18,2.3,28.99
Gaussian_s005,26.26,25.89,53.99,0.37,27.73
Gaussian_s005,26.17,28.09,54.1,1.91,27.93
Gaussian_s005,26.18,35.81,55.4,9.63,29.22
Gaussian_s005,26.17,26.11,54.55,0.07,28.38
Gaussian_s005,26.14,31.01,53.11,4.87,26.96
Gaussian_s005,26.12,26.91,54.62,0.79,28.5
Gaussian_s005,26.32,26.99,52.56,0.67,26.24
Gaussian_s005,26.28,26.01,54.37,0.26,28.09
Gaussian_s005,26.18,25.79,52.83,0.39,26.65
Gaussian_s005,26.16,36.16,54.44,10.0,28.28
Gaussian_s005,26.18,25.9,52.31,0.28,26.13
Gaussian_s005,26.23,33.79,54.14,7.56,27.91
Gaussian_s005,26.24,27.02,54.47,0.79,28.23
Gaussian_s005,26.11,26.43,54.08,0.32,27.97
Gaussian_s005,26.18,30.07,54.01,3.89,27.83
Gaussian_s005,26.2,25.95,54.09,0.25,27.9
Gaussian_s005,26.1,32.51,54.68,6.4,28.57
Gaussian_s005,26.22,26.14,53.26,0.08,27.04
Gaussian_s005,26.18,25.92,54.32,0.26,28.14
Gaussian_s005,26.36,30.12,52.26,3.76,25.9
Gaussian_s005,26.24,26.19,52.86,0.05,26.62
Gaussian_s005,26.17,26.86,54.65,0.69,28.47
Gaussian_s005,26.26,33.06,54.55,6.8,28.29
Gaussian_s005,26.14,29.53,53.51,3.38,27.37
Gaussian_s005,26.21,27.38,53.76,1.17,27.54
Gaussian_s005,26.21,26.86,54.09,0.64,27.88
Gaussian_s005,26.23,29.24,53.22,3.01,26.99
Gaussian_s005,26.11,27.36,53.51,1.25,27.4
Gaussian_s005,26.18,28.77,53.44,2.59,27.26
Gaussian_s005,26.23,25.83,53.73,0.4,27.5
Gaussian_s005,26.26,26.9,52.11,0.64,25.86
Gaussian_s005,26.11,28.57,55.68,2.46,29.56
Gaussian_s005,26.12,32.84,54.01,6.72,27.89
Gaussian_s005,26.18,27.0,54.59,0.82,28.41
Gaussian_s005,26.16,31.33,53.96,5.16,27.8
Gaussian_s005,26.17,25.87,53.98,0.3,27.81
Gaussian_s005,26.19,29.33,53.96,3.13,27.77
Gaussian_s005,26.26,31.21,54.72,4.95,28.46
Gaussian_s005,26.25,25.31,53.15,0.94,26.9
Gaussian_s005,26.25,26.01,53.64,0.24,27.39
Gaussian_s005,26.19,26.35,52.08,0.16,25.89
Gaussian_s005,26.17,26.04,52.53,0.13,26.36
Gaussian_s005,26.18,29.87,55.09,3.69,28.9
Gaussian_s005,26.19,25.65,53.46,0.55,27.26
Gaussian_s005,26.24,26.1,53.62,0.14,27.38
Gaussian_s005,26.16,32.61,55.12,6.45,28.96
Gaussian_s005,26.15,26.29,53.4,0.13,27.24
Gaussian_s005,26.18,34.31,52.64,8.13,26.46
Gaussian_s005,26.21,27.31,53.0,1.1,26.8
Gaussian_s005,26.16,26.66,52.92,0.51,26.77
Gaussian_s005,26.29,26.27,53.56,0.02,27.26
Gaussian_s005,26.2,30.75,55.5,4.55,29.29
Gaussian_s005,26.17,28.32,54.09,2.15,27.92
Gaussian_s005,26.25,26.48,54.06,0.23,27.81
Gaussian_s005,26.18,29.18,55.17,2.99,28.99
Gaussian_s005,26.31,36.32,53.97,10.0,27.66
Gaussian_s005,26.16,27.16,54.13,1.0,27.96
Gaussian_s005,26.24,26.65,52.23,0.41,25.99
Gaussian_s005,26.24,27.49,55.7,1.25,29.46
Gaussian_s005,26.25,26.47,53.52,0.23,27.28
Gaussian_s005,26.23,27.44,53.32,1.21,27.09
Gaussian_s005,26.21,29.69,53.78,3.48,27.57
Gaussian_s005,26.14,26.51,54.82,0.37,28.68
Gaussian_s005,26.19,26.61,54.36,0.42,28.17
Gaussian_s005,26.2,26.86,54.55,0.66,28.35
Gaussian_s005,26.22,31.73,53.67,5.51,27.45
Gaussian_s005,26.16,26.85,54.73,0.69,28.57
Gaussian_s005,26.24,25.83,52.44,0.41,26.2
Gaussian_s005,26.16,27.77,53.14,1.61,26.98
Gaussian_s005,26.24,37.65,54.89,11.41,28.65
Gaussian_s005,26.3,29.48,53.33,3.18,27.04
Gaussian_s005,26.11,25.61,53.93,0.5,27.82
Gaussian_s005,26.31,27.28,52.69,0.98,26.39
Gaussian_s005,26.21,26.16,53.01,0.05,26.81
Gaussian_s005,26.19,35.52,54.59,9.34,28.41
Gaussian_s005,26.16,29.45,54.95,3.29,28.79
Gaussian_s005,26.2,31.42,54.47,5.22,28.27
Gaussian_s005,26.16,26.03,53.37,0.13,27.21
Gaussian_s005,26.29,33.12,54.04,6.83,27.75
Gaussian_s005,26.15,27.96,55.01,1.82,28.87
Gaussian_s005,26.22,26.44,54.97,0.21,28.74
Gaussian_s005,26.15,28.81,55.41,2.66,29.26
Gaussian_s005,26.22,35.34,54.23,9.12,28.01
Gaussian_s010,20.63,20.27,52.71,0.37,32.08
Gaussian_s010,20.27,20.66,55.11,0.39,34.84
Gaussian_s010,20.44,19.86,54.72,0.57,34.28
Gaussian_s010,20.32,19.85,54.83,0.47,34.51
Gaussian_s010,20.41,20.15,55.18,0.26,34.77
Gaussian_s010,20.37,19.91,55.5,0.46,35.13
Gaussian_s010,20.3,19.74,54.94,0.56,34.64
Gaussian_s010,20.23,19.85,55.38,0.38,35.15
Gaussian_s010,20.41,19.75,55.07,0.67,34.66
Gaussian_s010,20.27,19.78,54.8,0.48,34.54
Gaussian_s010,20.4,20.92,55.48,0.52,35.09
Gaussian_s010,20.31,20.02,55.01,0.29,34.7
Gaussian_s010,20.35,20.27,54.53,0.08,34.18
Gaussian_s010,20.43,19.98,54.63,0.44,34.2
Gaussian_s010,20.47,20.2,54.9,0.27,34.43
Gaussian_s010,20.39,20.67,55.49,0.28,35.1
Gaussian_s010,20.29,20.26,55.2,0.04,34.91
Gaussian_s010,20.38,19.6,54.48,0.77,34.1
Gaussian_s010,20.4,19.91,54.01,0.49,33.6
Gaussian_s010,20.29,20.58,55.17,0.29,34.88
Gaussian_s010,20.52,19.82,54.47,0.71,33.95
Gaussian_s010,20.31,20.05,55.46,0.26,35.16
Gaussian_s010,20.33,19.95,55.17,0.39,34.84
Gaussian_s010,20.51,20.21,54.84,0.31,34.33
Gaussian_s010,20.49,21.19,54.14,0.7,33.65
Gaussian_s010,20.34,19.57,55.15,0.76,34.81
Gaussian_s010,20.33,20.13,54.74,0.2,34.41
Gaussian_s010,20.35,19.62,54.12,0.73,33.76
Gaussian_s010,20.38,19.88,55.61,0.5,35.22
Gaussian_s010,20.34,19.86,54.79,0.48,34.45
Gaussian_s010,20.32,19.68,54.46,0.64,34.14
Gaussian_s010,20.25,19.62,54.66,0.63,34.41
Gaussian_s010,20.34,19.93,54.87,0.41,34.53
Gaussian_s010,20.36,19.99,54.67,0.37,34.31
Gaussian_s010,20.21,21.15,55.69,0.94,35.48
Gaussian_s010,20.3,19.38,55.59,0.92,35.3
Gaussian_s010,20.37,20.11,53.85,0.27,33.48
Gaussian_s010,20.35,19.8,54.26,0.55,33.92
Gaussian_s010,20.34,20.29,55.19,0.05,34.85
Gaussian_s010,20.29,19.89,55.46,0.4,35.17
Gaussian_s010,20.39,20.44,54.36,0.05,33.96
Gaussian_s010,20.51,20.31,54.49,0.2,33.98
Gaussian_s010,20.31,19.84,53.82,0.46,33.51
Gaussian_s010,20.35,20.87,55.73,0.52,35.37
Gaussian_s010,20.38,19.94,55.85,0.44,35.47
Gaussian_s010,20.38,21.57,54.79,1.18,34.41
Gaussian_s010,20.26,19.5,55.11,0.75,34.86
Gaussian_s010,20.42,20.37,55.02,0.05,34.6
Gaussian_s010,20.38,19.41,54.86,0.97,34.48
Gaussian_s010,20.28,20.62,55.17,0.34,34.89
Gaussian_s010,20.41,20.08,55.02,0.33,34.61
Gaussian_s010,20.41,19.9,54.85,0.51,34.44
Gaussian_s010,20.37,22.52,55.9,2.14,35.52
Gaussian_s010,20.34,21.14,54.62,0.79,34.28
Gaussian_s010,20.48,19.9,54.74,0.58,34.26
Gaussian_s010,20.33,20.05,56.02,0.28,35.68
Gaussian_s010,20.35,20.41,55.52,0.06,35.17
Gaussian_s010,20.35,20.2,54.5,0.15,34.15
Gaussian_s010,20.44,20.27,54.26,0.17,33.82
Gaussian_s010,20.28,19.83,55.81,0.45,35.53
Gaussian_s010,20.39,20.4,55.27,0.0,34.88
